pathogen,PathogenID,PathogenTaxID,pc1,pc2,Host,HostID,HostTaxID,HType,Hc1,Hc2,papersNO,seqNO
enterovirus c,3614626,138950,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,1
enterovirus c,3614626,138950,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,3
enterovirus c,3614626,138950,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,13
enterovirus d,3614627,138951,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,1
enterovirus d,3614627,138951,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,4
enterovirus d,3614627,138951,virus,virus,homo sapiens,3433574,9606,host,human,mammals,3,2929
enterovirus d,3614627,138951,virus,virus,homo sapiens,3433574,9606,host,human,mammals,5,102
enterovirus d,3614627,138951,virus,virus,homo sapiens,3433574,9606,host,human,mammals,21,NULL
enterovirus e,3437105,12064,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,4,23
enterovirus ek5896,27757691,1393011,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,1
enterovirus f,26552619,1330520,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,NULL,10
enterovirus f,26552619,1330520,virus,virus,vicugna pacos,3445626,30538,host,camelidae,mammals,NULL,1
enterovirus g,3576915,106966,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,2
enterovirus g,3576915,106966,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,NULL,1
enterovirus g,3576915,106966,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,NULL,6
enterovirus g,3576915,106966,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,NULL,38
enterovirus g,3576915,106966,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,1,90
enterovirus g,3576915,106966,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,4,244
enterovirus h,3767612,310907,virus,virus,mandrillus sphinx,3433506,9561,host,primates,mammals,NULL,8
enterovirus j,26323910,1330521,virus,virus,mandrillus sphinx,3433506,9561,host,primates,mammals,NULL,2
enterovirus j,26323910,1330521,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,3
enterovirus jaa-2013,27771591,1329782,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,24
enterovirus ma5709,27757693,1393012,virus,virus,pan paniscus,3433556,9597,host,primates,mammals,NULL,1
enterovirus mb6123,27757695,1393013,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,2
enterovirus mb6128,27812882,1393014,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,2
enterovirus mb6165,27812884,1393015,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,1
enterovirus mb6196,27812886,1393016,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,1
enterovirus mb6201,27812888,1393017,virus,virus,gorilla gorilla,3433550,9593,host,primates,mammals,NULL,2
enterovirus mb6234,27757697,1393018,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,1
enterovirus mb6244,27757699,1393019,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,2
enterovirus mb6249,27757701,1393020,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,2
enterovirus mb6250,27757703,1393021,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,2
enterovirus mb6254,27812890,1393022,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,1
enterovirus mb6384,27812892,1393023,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,1
enterovirus mb6406,27812894,1393024,virus,virus,pan troglodytes,3433558,9598,host,primates,mammals,NULL,1
enterovirus sev-gx,27707351,1826059,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,1
eothenomys eleusis hantavirus fugv,26303128,1788456,virus,virus,eothenomys eleusis,3723991,259053,host,rodents,mammals,NULL,6
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,antilocapra americana,3434070,9891,host,ruminants,mammals,4,NULL
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,bison bison,3434090,9901,host,ruminants,mammals,4,NULL
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,NULL,13
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,NULL,36
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,1,25
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,92,10
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,cervus elaphus,3434017,9860,host,ruminants,mammals,4,NULL
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,mazama nana,3846397,397613,host,ruminants,mammals,NULL,2
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,odocoileus hemionus,3434034,9872,host,ruminants,mammals,5,NULL
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,odocoileus hemionus,3434034,9872,host,ruminants,mammals,11,NULL
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,odocoileus virginianus,3434038,9874,host,ruminants,mammals,NULL,10
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,odocoileus virginianus,3434038,9874,host,ruminants,mammals,NULL,11
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,odocoileus virginianus,3434038,9874,host,ruminants,mammals,NULL,78
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,odocoileus virginianus,3434038,9874,host,ruminants,mammals,60,168
epizootic hemorrhagic disease virus,3460152,40054,virus,virus,ovis aries,3434136,9940,host,ruminants,mammals,51,NULL
epsilonpapillomavirus 1,3460994,40537,virus,virus,bison bonasus,3434092,9902,host,ruminants,mammals,NULL,1
epsilonpapillomavirus 1,3460994,40537,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,1,3
epsilonpapillomavirus 1,3460994,40537,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,8,6
epsilonpapillomavirus 1,3460994,40537,virus,virus,bubalus bubalis,3546118,89462,host,ruminants,mammals,NULL,1
eptesicus isabellinus betaherpesvirus 1,27271396,1325383,virus,virus,eptesicus isabellinus,3940402,502802,host,bats,mammals,NULL,2
eptesicus isabellinus betaherpesvirus 2,27271398,1325384,virus,virus,eptesicus isabellinus,3940402,502802,host,bats,mammals,NULL,2
eptesicus isabellinus papillomavirus,27861136,1495312,virus,virus,eptesicus isabellinus,3940402,502802,host,bats,mammals,NULL,1
eptesicus serotinus betaherpesvirus 1,27741051,1325385,virus,virus,eptesicus serotinus,3494185,59452,host,bats,mammals,NULL,1
eptesicus serotinus papillomavirus,27861134,1495311,virus,virus,eptesicus serotinus,3494185,59452,host,bats,mammals,NULL,1
eptesicus serotinus papillomavirus type 1,27775961,1464071,virus,virus,eptesicus serotinus,3494185,59452,host,bats,mammals,NULL,1
eptesicus serotinus papillomavirus type 2,27775963,1464072,virus,virus,eptesicus serotinus,3494185,59452,host,bats,mammals,NULL,1
eptesicus serotinus papillomavirus type 3,27775965,1464073,virus,virus,eptesicus serotinus,3494185,59452,host,bats,mammals,NULL,1
eptesipox virus,27272630,1329402,virus,virus,eptesicus fuscus,3443321,29078,host,bats,mammals,NULL,9
equid herpesvirus 1,3434767,10326,virus,virus,antilope cervicapra,3494319,59525,host,ruminants,mammals,NULL,1
equid herpesvirus 1,3434767,10326,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,4,NULL
equid herpesvirus 1,3434767,10326,virus,virus,cavia porcellus,3434442,10141,host,rodents,mammals,4,1
equid herpesvirus 1,3434767,10326,virus,virus,equus asinus,3433905,9793,host,equids,mammals,10,1
equid herpesvirus 1,3434767,10326,virus,virus,equus asinus x caballus,24320964,319699,host,equids,mammals,3,1
equid herpesvirus 1,3434767,10326,virus,virus,equus burchellii,3433899,9790,host,equids,mammals,1,6
equid herpesvirus 1,3434767,10326,virus,virus,equus caballus,3433909,9796,host,equids,mammals,323,379
equid herpesvirus 1,3434767,10326,virus,virus,equus grevyi,3433903,9792,host,equids,mammals,4,2
equid herpesvirus 1,3434767,10326,virus,virus,equus hemionus,3433907,9794,host,equids,mammals,NULL,1
equid herpesvirus 1,3434767,10326,virus,virus,equus hemionus,3433907,9794,host,equids,mammals,6,2
equid herpesvirus 1,3434767,10326,virus,virus,eudorcas thomsonii,3510405,69308,host,ruminants,mammals,NULL,2
equid herpesvirus 1,3434767,10326,virus,virus,loxodonta africana,3433889,9785,host,other mammals,mammals,NULL,6
equid herpesvirus 1,3434767,10326,virus,virus,mesocricetus auratus,3434286,10036,host,rodents,mammals,7,NULL
equid herpesvirus 1,3434767,10326,virus,virus,rhinoceros unicornis,3433932,9809,host,other mammals,mammals,1,5
equid herpesvirus 1,3434767,10326,virus,virus,ursus maritimus,3443313,29073,host,carnivores,mammals,NULL,6
equid herpesvirus 2,3437792,12657,virus,virus,equus asinus,3433905,9793,host,equids,mammals,3,1
equid herpesvirus 2,3437792,12657,virus,virus,equus caballus,3433909,9796,host,equids,mammals,33,108
equid herpesvirus 3,3530040,80341,virus,virus,equus caballus,3433909,9796,host,equids,mammals,10,23
equid herpesvirus 4,3434777,10331,virus,virus,equus asinus,3433905,9793,host,equids,mammals,5,NULL
equid herpesvirus 4,3434777,10331,virus,virus,equus caballus,3433909,9796,host,equids,mammals,53,42
equid herpesvirus 5,3434825,10371,virus,virus,equus asinus,3433905,9793,host,equids,mammals,1,1
equid herpesvirus 5,3434825,10371,virus,virus,equus caballus,3433909,9796,host,equids,mammals,10,55
equid herpesvirus 7,3750257,291612,virus,virus,equus asinus,3433905,9793,host,equids,mammals,NULL,1
equid herpesvirus 7,3750257,291612,virus,virus,equus asinus,3433905,9793,host,equids,mammals,4,NULL
equid herpesvirus 8,3459451,39637,virus,virus,equus asinus,3433905,9793,host,equids,mammals,4,1
equid herpesvirus 8,3459451,39637,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,3
equid herpesvirus 9,3487622,55744,virus,virus,equus asinus,3433905,9793,host,equids,mammals,NULL,2
equid herpesvirus 9,3487622,55744,virus,virus,equus burchellii,3433899,9790,host,equids,mammals,NULL,1
equid herpesvirus 9,3487622,55744,virus,virus,equus burchellii,3433899,9790,host,equids,mammals,1,13
equid herpesvirus 9,3487622,55744,virus,virus,equus grevyi,3433903,9792,host,equids,mammals,2,13
equid herpesvirus 9,3487622,55744,virus,virus,equus hemionus,3433907,9794,host,equids,mammals,1,1
equid herpesvirus 9,3487622,55744,virus,virus,giraffa camelopardalis,3434076,9894,host,ruminants,mammals,NULL,4
equid herpesvirus 9,3487622,55744,virus,virus,ursus maritimus,3443313,29073,host,carnivores,mammals,NULL,2
equine arteritis virus,3435819,11047,virus,virus,equus asinus,3433905,9793,host,equids,mammals,13,10
equine arteritis virus,3435819,11047,virus,virus,equus caballus,3433909,9796,host,equids,mammals,118,448
equine encephalosis virus,3671890,201490,virus,virus,equus caballus,3433909,9796,host,equids,mammals,8,59
equine hepacivirus,25871219,1281455,virus,virus,equus asinus,3433905,9793,host,equids,mammals,2,5
equine hepacivirus,25871219,1281455,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,68
equine hepacivirus,25871219,1281455,virus,virus,equus caballus,3433909,9796,host,equids,mammals,3,337
equine infectious anemia virus,3436542,11665,virus,virus,canis lupus familiaris,3433584,9615,host,carnivores,mammals,4,1
equine infectious anemia virus,3436542,11665,virus,virus,equus asinus,3433905,9793,host,equids,mammals,28,1
equine infectious anemia virus,3436542,11665,virus,virus,equus caballus,3433909,9796,host,equids,mammals,229,1420
equine mastadenovirus a,3606500,129954,virus,virus,equus caballus,3433909,9796,host,equids,mammals,3,6
equine mastadenovirus b,3606501,129955,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,2
equine papillomavirus 2,3959187,526413,virus,virus,equus caballus,3433909,9796,host,equids,mammals,2,25
equine papillomavirus type 6,27295640,1235427,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,2
equine parapoxvirus,26748019,1686431,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,2
equine rhinitis a virus,3472300,47000,virus,virus,camelus dromedarius,3433981,9838,host,camelidae,mammals,NULL,3
equine rhinitis a virus,3472300,47000,virus,virus,equus caballus,3433909,9796,host,equids,mammals,15,15
equine rhinitis b virus,3768800,312185,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,3
equine rhinitis b virus,3768800,312185,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,11
equine rotavirus,3435648,10937,virus,virus,equus caballus,3433909,9796,host,equids,mammals,7,41
equus asinus papillomavirus 1,27298814,1163703,virus,virus,equus asinus,3433905,9793,host,equids,mammals,NULL,2
equus caballus papillomavirus 3,4219314,940834,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,1
equus ferus caballus papillomavirus type 4,27246606,1235428,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,1
equus ferus caballus papillomavirus type 5,27246608,1235429,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,1
equus ferus caballus papillomavirus type 7,27246610,1235430,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,2
erethizon dorsatum papillomavirus 1,3750239,291590,virus,virus,erethizon dorsatum,3451519,34844,host,rodents,mammals,1,1
erythrocebus patas lymphocryptovirus 1,3698157,230177,virus,virus,erythrocebus patas,3433471,9538,host,primates,mammals,NULL,2
eurasian oystercatcher coronavirus,27829366,1446361,virus,virus,haematopus ostralegus,3447444,31908,host,aves,aves,NULL,1
european bat lyssavirus,3457974,38768,virus,virus,eptesicus serotinus,3494185,59452,host,bats,mammals,20,1
european bat lyssavirus,3457974,38768,virus,virus,myotis daubentonii,3563007,98922,host,bats,mammals,23,NULL
european bat lyssavirus,3457974,38768,virus,virus,myotis myotis,3479704,51298,host,bats,mammals,5,NULL
european bat lyssavirus 1,3490733,57482,virus,virus,eptesicus isabellinus,3940402,502802,host,bats,mammals,4,1
european bat lyssavirus 1,3490733,57482,virus,virus,eptesicus serotinus,3494185,59452,host,bats,mammals,18,206
european bat lyssavirus 1,3490733,57482,virus,virus,felis catus,3433706,9685,host,carnivores,mammals,1,3
european bat lyssavirus 1,3490733,57482,virus,virus,homo sapiens,3433574,9606,host,human,mammals,5,NULL
european bat lyssavirus 1,3490733,57482,virus,virus,myotis daubentonii,3563007,98922,host,bats,mammals,8,NULL
european bat lyssavirus 1,3490733,57482,virus,virus,ovis aries,3434136,9940,host,ruminants,mammals,4,NULL
european bat lyssavirus 1,3490733,57482,virus,virus,pipistrellus nathusii,3494219,59473,host,bats,mammals,1,1
european bat lyssavirus 1,3490733,57482,virus,virus,pipistrellus pipistrellus,3494221,59474,host,bats,mammals,2,1
european bat lyssavirus 1,3490733,57482,virus,virus,plecotus auritus,3498351,61862,host,bats,mammals,1,1
european bat lyssavirus 1,3490733,57482,virus,virus,vespertilio murinus,3494243,59485,host,bats,mammals,NULL,1
european bat lyssavirus 2,3490735,57483,virus,virus,homo sapiens,3433574,9606,host,human,mammals,6,8
european bat lyssavirus 2,3490735,57483,virus,virus,myotis dasycneme,3632930,159324,host,bats,mammals,1,3
european bat lyssavirus 2,3490735,57483,virus,virus,myotis daubentonii,3563007,98922,host,bats,mammals,17,35
european bat lyssavirus 2,3490735,57483,virus,virus,ovis aries,3434136,9940,host,ruminants,mammals,4,NULL
european brown hare syndrome virus,3449703,33756,virus,virus,lepus capensis,3434195,9981,host,rabbits and hares,mammals,30,NULL
european brown hare syndrome virus,3449703,33756,virus,virus,lepus europaeus,3434197,9983,host,rabbits and hares,mammals,9,102
european brown hare syndrome virus,3449703,33756,virus,virus,lepus timidus,3499720,62621,host,rabbits and hares,mammals,3,2
european brown hare syndrome virus,3449703,33756,virus,virus,sylvilagus floridanus,3434205,9988,host,rabbits and hares,mammals,1,1
faeces associated gemycircularvirus 1,26327996,1593423,virus,virus,ovis aries,3434136,9940,host,ruminants,mammals,NULL,2
faeces associated gemycircularvirus 1,26327996,1593423,virus,virus,turdus merula,3432880,9187,host,aves,aves,NULL,1
faeces associated gemycircularvirus 10,27548509,1391025,virus,virus,sturnus vulgaris,3432853,9172,host,aves,aves,NULL,2
faeces associated gemycircularvirus 11,27548511,1391026,virus,virus,oryctolagus cuniculus,3434201,9986,host,rabbits and hares,mammals,NULL,2
faeces associated gemycircularvirus 12,27548513,1391027,virus,virus,struthio camelus,3432212,8801,host,aves,aves,NULL,2
faeces associated gemycircularvirus 14,27712513,1843734,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,3
faeces associated gemycircularvirus 15,27712515,1843735,virus,virus,canis lupus familiaris,3433584,9615,host,carnivores,mammals,NULL,2
faeces associated gemycircularvirus 16,27712517,1843736,virus,virus,ovis aries,3434136,9940,host,ruminants,mammals,NULL,3
faeces associated gemycircularvirus 17,27486576,1843737,virus,virus,gallus gallus,3432625,9031,host,aves,aves,NULL,2
faeces associated gemycircularvirus 19,27486580,1843739,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,NULL,2
faeces associated gemycircularvirus 2,27280426,1391031,virus,virus,sus scrofa,3433956,9823,host,suina,mammals,NULL,2
faeces associated gemycircularvirus 20,27486582,1843740,virus,virus,gallus gallus,3432625,9031,host,aves,aves,NULL,2
faeces associated gemycircularvirus 20,27486582,1843740,virus,virus,lama glama,3433989,9844,host,camelidae,mammals,NULL,1
faeces associated gemycircularvirus 21,27712519,1843741,virus,virus,lama glama,3433989,9844,host,camelidae,mammals,NULL,2
faeces associated gemycircularvirus 22,27712521,1843742,virus,virus,bos taurus,3434101,9913,host,ruminants,mammals,NULL,2
